Individual	Sex	Mother	Date_Season_Start	Birth_Date	Death_Date	Season_Name	Maternal_Lineage	Current_Season	N_Saison	Censoring	Event	Age_Season_End	Age_Season_Start	Mean.SR	Cluster_YearBirth	Cluster_YearObs
I375	M	I374	15/08/2012	03/05/2011	NA	SD2	522ABJD	SD	3	5	0	609	470	1.994535519	3	3
I376	F	I374	15/08/2012	03/05/2011	NA	SD2	522ABJD	SD	3	5	0	609	470	1.994535519	3	3
I377	M	I576	16/08/2010	04/05/2009	NA	SD2	522ABJD	SD	3	1	0	653	469	2.016574586	1	3
I377	M	I576	16/02/2011	04/05/2009	NA	LD2	522ABJD	LD	4	1	0	833	653	2.005555052	1	3
I377	M	I576	15/08/2011	04/05/2009	NA	SD3	522ABJD	SD	5	1	0	1016	833	2.00553487	1	3
I377	M	I576	14/02/2012	04/05/2009	NA	LD3	522ABJD	LD	6	1	0	1199	1016	2.006905974	1	3
I377	M	I576	15/08/2012	04/05/2009	NA	SD4	522ABJD	SD	7	5	0	1338	1199	2.004431883	1	3
I378	M	I576	16/08/2010	04/05/2009	NA	SD2	522ABJD	SD	3	1	0	653	469	2.016574586	1	3
I378	M	I576	16/02/2011	04/05/2009	NA	LD2	522ABJD	LD	4	1	0	833	653	2.005555052	1	3
I378	M	I576	15/08/2011	04/05/2009	NA	SD3	522ABJD	SD	5	1	0	1016	833	2.00553487	1	3
I378	M	I576	14/02/2012	04/05/2009	NA	LD3	522ABJD	LD	6	1	0	1199	1016	2.006905974	1	3
I378	M	I576	15/08/2012	04/05/2009	NA	SD4	522ABJD	SD	7	5	0	1338	1199	2.004431883	1	3
I378	M	I576	15/08/2011	28/04/2010	NA	SD2	522ABJD	SD	3	1	0	657	474	2.005494505	1	3
I378	M	I576	14/02/2012	28/04/2010	NA	LD2	522ABJD	LD	4	1	0	840	657	2.008256895	1	3
I378	M	I576	15/08/2012	28/04/2010	NA	SD3	522ABJD	SD	5	5	0	979	840	2.003683103	1	3
I379	M	I30	09/02/2009	05/11/2007	28/11/2011	SD2	579BEB	SD	3	1	0	646	462	2.044817927	1	3
I379	M	I30	12/08/2009	05/11/2007	28/11/2011	LD2	579BEB	LD	4	1	0	826	646	2.044817927	1	3
I379	M	I30	08/02/2010	05/11/2007	28/11/2011	SD3	579BEB	SD	5	1	0	1008	826	2.03171012	1	3
I379	M	I30	09/08/2010	05/11/2007	28/11/2011	LD3	579BEB	LD	6	1	0	1190	1008	2.027926236	1	3
I379	M	I30	07/02/2011	05/11/2007	28/11/2011	SD4	579BEB	SD	7	1	0	1372	1190	2.02343989	1	3
I379	M	I30	08/08/2011	05/11/2007	28/11/2011	LD4	579BEB	LD	8	0	1	1484	1372	2.020448993	1	3
I381	M	I30	09/02/2009	05/11/2007	NA	SD2	579BEB	SD	3	1	0	646	462	2.044817927	1	3
I381	M	I30	12/08/2009	05/11/2007	NA	LD2	579BEB	LD	4	1	0	826	646	2.044817927	1	3
I381	M	I30	08/02/2010	05/11/2007	NA	SD3	579BEB	SD	5	1	0	1008	826	2.03171012	1	3
I381	M	I30	09/08/2010	05/11/2007	NA	LD3	579BEB	LD	6	1	0	1190	1008	2.027926236	1	3
I381	M	I30	07/02/2011	05/11/2007	NA	SD4	579BEB	SD	7	1	0	1372	1190	2.02343989	1	3
I381	M	I30	08/08/2011	05/11/2007	NA	LD4	579BEB	LD	8	1	0	1554	1372	2.020448993	1	3
I381	M	I30	06/02/2012	05/11/2007	NA	SD5	579BEB	SD	9	1	0	1736	1554	2.018312637	1	3
I381	M	I30	06/08/2012	05/11/2007	NA	LD5	579BEB	LD	10	5	0	1884	1736	2.016710371	1	3
I382	F	I30	09/02/2009	05/11/2007	07/11/2009	SD2	579BEB	SD	3	1	0	646	462	2.039106145	1	3
I382	F	I30	12/08/2009	05/11/2007	07/11/2009	LD2	579BEB	LD	4	0	1	733	646	2.041962036	1	3
I383	M	I30	07/02/2011	26/10/2009	NA	SD2	579BEB	SD	3	1	0	651	469	2.005494505	1	3
I383	M	I30	08/08/2011	26/10/2009	NA	LD2	579BEB	LD	4	1	0	833	651	2.005494505	1	3
I383	M	I30	06/02/2012	26/10/2009	NA	SD3	579BEB	SD	5	1	0	1015	833	2.005494505	1	3
I383	M	I30	06/08/2012	26/10/2009	NA	LD3	579BEB	LD	6	5	0	1163	1015	2.005494505	1	3
I384	M	I30	07/02/2011	26/10/2009	12/03/2012	SD2	579BEB	SD	3	1	0	651	469	2.005494505	1	3
I384	M	I30	08/08/2011	26/10/2009	12/03/2012	LD2	579BEB	LD	4	1	0	833	651	2.005494505	1	3
I384	M	I30	06/02/2012	26/10/2009	12/03/2012	SD3	579BEB	SD	5	0	1	868	833	2.005494505	1	3
I384	F	I30	07/02/2011	26/10/2009	NA	SD2	579BEB	SD	3	1	0	651	469	2.005494505	1	3
I384	F	I30	08/08/2011	26/10/2009	NA	LD2	579BEB	LD	4	1	0	833	651	2.005494505	1	3
I384	F	I30	06/02/2012	26/10/2009	NA	SD3	579BEB	SD	5	1	0	1008	833	2.005494505	1	3
I384	F	I30	30/07/2012	26/10/2009	NA	LD3	579BEB	LD	6	5	0	1163	1008	2.015325361	1	3
I385	M	I30	06/02/2012	19/10/2010	NA	SD2	579BEB	SD	3	1	0	657	475	2.005494505	1	3
I385	M	I30	06/08/2012	19/10/2010	NA	LD2	579BEB	LD	4	5	0	805	657	2.005494505	1	3
I386	M	I30	06/02/2012	19/10/2010	NA	SD2	579BEB	SD	3	1	0	657	475	2.005494505	1	3
I386	M	I30	06/08/2012	19/10/2010	NA	LD2	579BEB	LD	4	5	0	805	657	2.005494505	1	3
I387	M	I30	06/02/2012	19/10/2010	NA	SD2	579BEB	SD	3	1	0	657	475	2.005494505	1	3
I387	M	I30	06/08/2012	19/10/2010	NA	LD2	579BEB	LD	4	5	0	805	657	2.005494505	1	3
I388	M	I800	15/09/2010	02/06/2009	07/03/2011	SD2	579BEB	SD	3	0	1	643	470	2.039106145	1	3
I389	F	I800	15/09/2010	02/06/2009	NA	SD2	579BEB	SD	3	1	0	657	470	2.039106145	1	3
I389	F	I800	21/03/2011	02/06/2009	NA	LD2	579BEB	LD	4	3	0	748	657	2.022300325	1	3
I390	M	I801	25/09/2012	14/06/2011	NA	SD2	579BEB	SD	3	5	0	567	469	1.972972973	3	3
I391	F	I801	25/09/2012	14/06/2011	NA	SD2	579BEB	SD	3	5	0	567	469	1.972972973	3	3
I392	M	I562	09/02/2009	05/11/2007	NA	SD2	579BEB	SD	3	1	0	646	462	2.044817927	1	3
I392	M	I562	12/08/2009	05/11/2007	NA	LD2	579BEB	LD	4	1	0	826	646	2.044817927	1	3
I392	M	I562	08/02/2010	05/11/2007	NA	SD3	579BEB	SD	5	1	0	1008	826	2.03171012	1	3
I392	M	I562	09/08/2010	05/11/2007	NA	LD3	579BEB	LD	6	1	0	1190	1008	2.027926236	1	3
I392	M	I562	07/02/2011	05/11/2007	NA	SD4	579BEB	SD	7	1	0	1372	1190	2.02343989	1	3
I392	M	I562	08/08/2011	05/11/2007	NA	LD4	579BEB	LD	8	1	0	1554	1372	2.020448993	1	3
I392	M	I562	06/02/2012	05/11/2007	NA	SD5	579BEB	SD	9	1	0	1736	1554	2.018312637	1	3
I392	M	I562	06/08/2012	05/11/2007	NA	LD5	579BEB	LD	10	5	0	1884	1736	2.016710371	1	3
I393	M	I562	09/02/2009	05/11/2007	NA	SD2	579BEB	SD	3	1	0	646	462	2.044817927	1	3
I393	M	I562	12/08/2009	05/11/2007	NA	LD2	579BEB	LD	4	1	0	826	646	2.044817927	1	3
I393	M	I562	08/02/2010	05/11/2007	NA	SD3	579BEB	SD	5	1	0	1008	826	2.03171012	1	3
I393	M	I562	09/08/2010	05/11/2007	NA	LD3	579BEB	LD	6	1	0	1190	1008	2.027926236	1	3
I393	M	I562	07/02/2011	05/11/2007	NA	SD4	579BEB	SD	7	1	0	1372	1190	2.02343989	1	3
I393	M	I562	08/08/2011	05/11/2007	NA	LD4	579BEB	LD	8	1	0	1554	1372	2.020448993	1	3
I393	M	I562	06/02/2012	05/11/2007	NA	SD5	579BEB	SD	9	1	0	1736	1554	2.018312637	1	3
I393	M	I562	06/08/2012	05/11/2007	NA	LD5	579BEB	LD	10	5	0	1884	1736	2.016710371	1	3
I394	M	I562	07/02/2011	05/11/2009	05/11/2012	SD2	579BEB	SD	3	1	0	641	459	2.005494505	1	3
I394	M	I562	08/08/2011	05/11/2009	05/11/2012	LD2	579BEB	LD	4	1	0	823	641	2.005494505	1	3
I394	M	I562	06/02/2012	05/11/2009	05/11/2012	SD3	579BEB	SD	5	1	0	1005	823	2.005494505	1	3
I394	M	I562	06/08/2012	05/11/2009	05/11/2012	LD3	579BEB	LD	6	0	1	1096	1005	2.005494505	1	3
I395	F	I562	07/02/2011	05/11/2009	NA	SD2	579BEB	SD	3	1	0	641	459	2.005494505	1	3
I395	F	I562	08/08/2011	05/11/2009	NA	LD2	579BEB	LD	4	1	0	823	641	2.005494505	1	3
I395	F	I562	06/02/2012	05/11/2009	NA	SD3	579BEB	SD	5	1	0	1005	823	2.005494505	1	3
I395	F	I562	06/08/2012	05/11/2009	NA	LD3	579BEB	LD	6	5	0	1153	1005	2.005494505	1	3
I396	F	I562	07/02/2011	05/11/2009	09/03/2012	SD2	579BEB	SD	3	1	0	641	459	2.005494505	1	3
I396	F	I562	08/08/2011	05/11/2009	09/03/2012	LD2	579BEB	LD	4	1	0	823	641	2.002747253	1	3
I396	F	I562	06/02/2012	05/11/2009	09/03/2012	SD3	579BEB	SD	5	0	1	855	823	2.003663004	1	3
I397	M	I40	25/03/2009	14/12/2007	NA	SD2	505ADBE	SD	3	1	0	638	467	2.011019284	1	3
I397	M	I40	12/09/2009	14/12/2007	NA	LD2	505ADBE	LD	4	1	0	823	638	2.033678656	1	3
I397	M	I40	16/03/2010	14/12/2007	NA	SD3	505ADBE	SD	5	1	0	1012	823	2.03930637	1	3
I397	M	I40	21/09/2010	14/12/2007	NA	LD3	505ADBE	LD	6	1	0	1193	1012	2.017447692	1	3
I397	M	I40	21/03/2011	14/12/2007	NA	SD4	505ADBE	SD	7	1	0	1375	1193	2.008552748	1	3
I397	M	I40	19/09/2011	14/12/2007	NA	LD4	505ADBE	LD	8	1	0	1557	1375	2.008963837	1	3
I397	M	I40	19/03/2012	14/12/2007	NA	SD5	505ADBE	SD	9	1	0	1739	1557	2.008468219	1	3
I397	M	I40	17/09/2012	14/12/2007	NA	LD5	505ADBE	LD	10	5	0	1845	1739	2.008096504	1	3
I398	F	I40	25/03/2009	14/12/2007	17/03/2010	SD2	505ADBE	SD	3	1	0	648	467	2.011019284	1	3
I398	F	I40	22/09/2009	14/12/2007	17/03/2010	LD2	505ADBE	LD	4	2	0	824	648	2.005509642	1	3
I399	F	I40	25/03/2009	14/12/2007	06/11/2009	SD2	505ADBE	SD	3	1	0	648	467	2.011019284	1	3
I399	F	I40	22/09/2009	14/12/2007	06/11/2009	LD2	505ADBE	LD	4	0	1	693	648	2.005509642	1	3
I400	F	I399	16/03/2010	08/12/2008	NA	SD2	505ADBE	SD	3	1	0	652	463	2.050561798	1	3
I400	F	I399	21/09/2010	08/12/2008	NA	LD2	505ADBE	LD	4	1	0	833	652	2.028028152	1	3
I400	F	I399	21/03/2011	08/12/2008	NA	SD3	505ADBE	SD	5	1	0	1015	833	2.009676425	1	3
I400	F	I399	19/09/2011	08/12/2008	NA	LD3	505ADBE	LD	6	1	0	1199	1015	2.01001214	1	3
I400	F	I399	21/03/2012	08/12/2008	NA	SD4	505ADBE	SD	7	1	0	1379	1199	2.006916816	1	3
I400	F	I399	17/09/2012	08/12/2008	NA	LD4	505ADBE	LD	8	0	0	1607	1379	2.006679764	1	3
I402	M	I400	21/03/2011	04/12/2009	NA	SD2	505ADBE	SD	3	1	0	654	472	1.972972973	1	3
I402	M	I400	19/09/2011	04/12/2009	NA	LD2	505ADBE	LD	4	1	0	836	654	1.991996128	1	3
I402	M	I400	19/03/2012	04/12/2009	NA	SD3	505ADBE	SD	5	1	0	1018	836	1.996495587	1	3
I402	M	I400	17/09/2012	04/12/2009	NA	LD3	505ADBE	LD	6	5	0	1124	1018	1.998745317	1	3
I403	M	I400	21/03/2011	04/12/2009	NA	SD2	505ADBE	SD	3	1	0	654	472	1.972972973	1	3
I403	M	I400	19/09/2011	04/12/2009	NA	LD2	505ADBE	LD	4	1	0	836	654	1.991996128	1	3
I403	M	I400	19/03/2012	04/12/2009	NA	SD3	505ADBE	SD	5	1	0	1018	836	1.996495587	1	3
I403	M	I400	17/09/2012	04/12/2009	NA	LD3	505ADBE	LD	6	5	0	1124	1018	1.998745317	1	3
I404	M	I400	21/03/2011	04/12/2009	15/11/2011	SD2	505ADBE	SD	3	1	0	654	472	1.972972973	1	3
I404	M	I400	19/09/2011	04/12/2009	15/11/2011	LD2	505ADBE	LD	4	0	1	711	654	1.991996128	1	3
I405	M	I400	19/03/2012	03/12/2010	NA	SD2	505ADBE	SD	3	1	0	654	472	2.005494505	1	3
I405	M	I400	17/09/2012	03/12/2010	NA	LD2	505ADBE	LD	4	5	0	760	654	2.005494505	1	3
I406	F	I400	19/03/2012	03/12/2010	NA	SD2	505ADBE	SD	3	1	0	654	472	2.005494505	1	3
I406	F	I400	17/09/2012	03/12/2010	NA	LD2	505ADBE	LD	4	5	0	760	654	2.005494505	1	3
I407	F	I400	19/03/2012	03/12/2010	NA	SD2	505ADBE	SD	3	1	0	654	472	2.005494505	1	3
I407	F	I400	17/09/2012	03/12/2010	NA	LD2	505ADBE	LD	4	5	0	760	654	2.005494505	1	3
I408	M	I40	16/03/2010	13/12/2008	NA	SD2	505ADBE	SD	3	1	0	647	458	2.050561798	1	3
I408	M	I40	21/09/2010	13/12/2008	NA	LD2	505ADBE	LD	4	1	0	828	647	2.028028152	1	3
I408	M	I40	21/03/2011	13/12/2008	NA	SD3	505ADBE	SD	5	1	0	1010	828	2.009676425	1	3
I408	M	I40	19/09/2011	13/12/2008	NA	LD3	505ADBE	LD	6	1	0	1192	1010	2.01001214	1	3
I408	M	I40	19/03/2012	13/12/2008	NA	SD4	505ADBE	SD	7	1	0	1374	1192	2.009108613	1	3
I408	M	I40	17/09/2012	13/12/2008	NA	LD4	505ADBE	LD	8	0	0	1577	1374	2.008506262	1	3
I409	M	I40	16/03/2010	13/12/2008	NA	SD2	505ADBE	SD	3	1	0	647	458	2.050561798	1	3
I409	M	I40	21/09/2010	13/12/2008	NA	LD2	505ADBE	LD	4	1	0	828	647	2.028028152	1	3
I409	M	I40	21/03/2011	13/12/2008	NA	SD3	505ADBE	SD	5	1	0	1010	828	2.009676425	1	3
I409	M	I40	19/09/2011	13/12/2008	NA	LD3	505ADBE	LD	6	1	0	1192	1010	2.01001214	1	3
I409	M	I40	19/03/2012	13/12/2008	NA	SD4	505ADBE	SD	7	1	0	1374	1192	2.009108613	1	3
I409	M	I40	17/09/2012	13/12/2008	NA	LD4	505ADBE	LD	8	5	0	1480	1374	2.008506262	1	3
I410	M	I40	16/03/2010	13/12/2008	NA	SD2	505ADBE	SD	3	1	0	647	458	2.050561798	1	3
I410	M	I40	21/09/2010	13/12/2008	NA	LD2	505ADBE	LD	4	1	0	828	647	2.028028152	1	3
I410	M	I40	21/03/2011	13/12/2008	NA	SD3	505ADBE	SD	5	1	0	1010	828	2.009676425	1	3
I410	M	I40	19/09/2011	13/12/2008	NA	LD3	505ADBE	LD	6	1	0	1192	1010	2.01001214	1	3
I410	M	I40	19/03/2012	13/12/2008	NA	SD4	505ADBE	SD	7	1	0	1374	1192	2.009108613	1	3
I410	M	I40	17/09/2012	13/12/2008	NA	LD4	505ADBE	LD	8	5	0	1480	1374	2.008506262	1	3
I411	F	I40	21/03/2011	04/12/2009	NA	SD2	505ADBE	SD	3	1	0	654	472	1.972972973	1	3
I411	F	I40	19/09/2011	04/12/2009	NA	LD2	505ADBE	LD	4	1	0	836	654	1.991996128	1	3
I411	F	I40	19/03/2012	04/12/2009	NA	SD3	505ADBE	SD	5	1	0	1018	836	1.996495587	1	3
I411	F	I40	17/09/2012	04/12/2009	NA	LD3	505ADBE	LD	6	5	0	1124	1018	1.998745317	1	3
I412	M	I411	19/03/2012	08/12/2010	NA	SD2	505ADBE	SD	3	1	0	649	467	2.005494505	1	3
I412	M	I411	17/09/2012	08/12/2010	NA	LD2	505ADBE	LD	4	0	0	861	649	2.005494505	1	3
I413	F	I411	19/03/2012	08/12/2010	NA	SD2	505ADBE	SD	3	1	0	649	467	2.005494505	1	3
I413	F	I411	17/09/2012	08/12/2010	NA	LD2	505ADBE	LD	4	5	0	755	649	2.005494505	1	3
I414	F	I40	21/03/2011	04/12/2009	NA	SD2	505ADBE	SD	3	1	0	654	472	1.972972973	1	3
I414	F	I40	19/09/2011	04/12/2009	NA	LD2	505ADBE	LD	4	1	0	836	654	1.991996128	1	3
I414	F	I40	19/03/2012	04/12/2009	NA	SD3	505ADBE	SD	5	1	0	1018	836	1.996495587	1	3
I414	F	I40	17/09/2012	04/12/2009	NA	LD3	505ADBE	LD	6	5	0	1124	1018	1.998745317	1	3
I415	F	I40	21/03/2011	04/12/2009	NA	SD2	505ADBE	SD	3	3	0	563	472	1.972972973	1	3
I416	M	I1	19/08/2009	15/05/2008	NA	SD2	505ADBE	SD	3	1	0	641	461	2	1	3
I416	M	I1	15/02/2010	15/05/2008	NA	LD2	505ADBE	LD	4	1	0	823	641	2.002747253	1	3
I416	M	I1	16/08/2010	15/05/2008	NA	SD3	505ADBE	SD	5	1	0	1007	823	2.007356364	1	3
I416	M	I1	16/02/2011	15/05/2008	NA	LD3	505ADBE	LD	6	1	0	1187	1007	2.004151153	1	3
I416	M	I1	15/08/2011	15/05/2008	NA	SD4	505ADBE	SD	7	1	0	1370	1187	2.004419823	1	3
I416	M	I1	14/02/2012	15/05/2008	NA	LD4	505ADBE	LD	8	1	0	1553	1370	2.005519733	1	3
I416	M	I1	15/08/2012	15/05/2008	NA	SD5	505ADBE	SD	9	5	0	1692	1553	2.00395056	1	3
I417	F	I1	19/08/2009	15/05/2008	NA	SD2	505ADBE	SD	3	1	0	641	461	2.005494505	1	3
I417	F	I1	15/02/2010	15/05/2008	NA	LD2	505ADBE	LD	4	1	0	823	641	2.005494505	1	3
I417	F	I1	16/08/2010	15/05/2008	NA	SD3	505ADBE	SD	5	1	0	1007	823	2.009187866	1	3
I417	F	I1	16/02/2011	15/05/2008	NA	LD3	505ADBE	LD	6	1	0	1187	1007	2.005524779	1	3
I417	F	I1	15/08/2011	15/05/2008	NA	SD4	505ADBE	SD	7	1	0	1370	1187	2.005518724	1	3
I417	F	I1	14/02/2012	15/05/2008	NA	LD4	505ADBE	LD	8	1	0	1553	1370	2.006435484	1	3
I417	F	I1	15/08/2012	15/05/2008	NA	SD5	505ADBE	SD	9	5	0	1692	1553	2.004735489	1	3
I418	M	I417	16/08/2010	04/05/2009	NA	SD2	505ADBE	SD	3	1	0	653	469	2.016574586	1	3
I418	M	I417	16/02/2011	04/05/2009	NA	LD2	505ADBE	LD	4	1	0	833	653	2.005555052	1	3
I418	M	I417	15/08/2011	04/05/2009	NA	SD3	505ADBE	SD	5	1	0	1016	833	2.00553487	1	3
I418	M	I417	14/02/2012	04/05/2009	NA	LD3	505ADBE	LD	6	1	0	1199	1016	2.006905974	1	3
I418	M	I417	15/08/2012	04/05/2009	NA	SD4	505ADBE	SD	7	5	0	1338	1199	2.004431883	1	3
I419	F	I417	16/08/2010	04/05/2009	28/06/2012	SD2	505ADBE	SD	3	1	0	653	469	2.016574586	1	3
I419	F	I417	16/02/2011	04/05/2009	28/06/2012	LD2	505ADBE	LD	4	1	0	836	653	2.005555052	1	3
I419	F	I417	18/08/2011	04/05/2009	28/06/2012	SD3	505ADBE	SD	5	1	0	1016	836	2.000070307	1	3
I419	F	I417	14/02/2012	04/05/2009	28/06/2012	LD3	505ADBE	LD	6	0	1	1151	1016	2.002807551	1	3
I420	M	I419	15/08/2011	06/05/2010	05/09/2011	SD2	505ADBE	SD	3	0	1	487	466	2.005494505	1	3
I421	M	I35	22/09/2009	26/05/2008	NA	SD2	579BEB	SD	3	1	0	665	484	1.978319783	1	3
I421	M	I35	22/03/2010	26/05/2008	NA	LD2	579BEB	LD	4	1	0	842	665	1.986427651	1	3
I421	M	I35	15/09/2010	26/05/2008	NA	SD3	579BEB	SD	5	1	0	1029	842	2.003987149	1	3
I421	M	I35	21/03/2011	26/05/2008	NA	LD3	579BEB	LD	6	1	0	1213	1029	2.004363988	1	3
I421	M	I35	21/09/2011	26/05/2008	NA	SD4	579BEB	SD	7	1	0	1395	1213	1.997022188	1	3
I421	M	I35	21/03/2012	26/05/2008	NA	LD4	579BEB	LD	8	1	0	1583	1395	1.996607743	1	3
I421	M	I35	25/09/2012	26/05/2008	NA	SD5	579BEB	SD	9	5	0	1681	1583	1.993231347	1	3
I422	F	I745	15/09/2010	28/05/2009	NA	SD2	579BEB	SD	3	1	0	662	475	2.039106145	1	3
I422	F	I745	21/03/2011	28/05/2009	NA	LD2	579BEB	LD	4	1	0	846	662	2.022300325	1	3
I422	F	I745	21/09/2011	28/05/2009	NA	SD3	579BEB	SD	5	1	0	1020	846	2.004085212	1	3
I422	F	I745	13/03/2012	28/05/2009	NA	LD3	579BEB	LD	6	1	0	1216	1020	2.012840446	1	3
I422	F	I745	25/09/2012	28/05/2009	NA	SD4	579BEB	SD	7	5	0	1314	1216	2.004866951	1	3
I423	F	I422	21/09/2011	07/06/2010	NA	SD2	579BEB	SD	3	1	0	653	471	1.967654987	1	3
I423	F	I422	21/03/2012	07/06/2010	NA	LD2	579BEB	LD	4	1	0	841	653	1.981095253	1	3
I423	F	I422	25/09/2012	07/06/2010	NA	SD3	579BEB	SD	5	5	0	939	841	1.978387826	1	3
I424	F	I422	21/09/2011	07/06/2010	NA	SD2	579BEB	SD	3	1	0	653	471	1.967654987	1	3
I424	F	I422	21/03/2012	07/06/2010	NA	LD2	579BEB	LD	4	1	0	841	653	1.981095253	1	3
I424	F	I422	25/09/2012	07/06/2010	NA	SD3	579BEB	SD	5	5	0	939	841	1.978387826	1	3
I425	M	I574	01/12/2010	05/08/2009	NA	SD2	522ABM	SD	3	1	0	664	483	2.005494505	1	3
I425	M	I574	31/05/2011	05/08/2009	NA	LD2	522ABM	LD	4	1	0	845	664	2.002747253	1	3
I425	M	I574	28/11/2011	05/08/2009	NA	SD3	522ABM	SD	5	1	0	1028	845	2.007356364	1	3
I425	M	I574	29/05/2012	05/08/2009	NA	LD3	522ABM	LD	6	1	0	1209	1028	2.006890899	1	3
I425	M	I574	26/11/2012	05/08/2009	NA	SD4	522ABM	SD	7	5	0	1245	1209	2.00661162	1	3
I426	F	I574	01/12/2010	05/08/2009	NA	SD2	522ABM	SD	3	1	0	664	483	2.005494505	1	3
I426	F	I574	31/05/2011	05/08/2009	NA	LD2	522ABM	LD	4	1	0	845	664	2.002747253	1	3
I426	F	I574	28/11/2011	05/08/2009	NA	SD3	522ABM	SD	5	1	0	1028	845	2.007356364	1	3
I426	F	I574	29/05/2012	05/08/2009	NA	LD3	522ABM	LD	6	1	0	1209	1028	2.006890899	1	3
I426	F	I574	26/11/2012	05/08/2009	NA	SD4	522ABM	SD	7	5	0	1245	1209	2.00661162	1	3
I427	F	I802	02/12/2009	18/08/2008	NA	SD2	518LOC	SD	3	1	0	651	471	2.005494505	1	3
I427	F	I802	31/05/2010	18/08/2008	NA	LD2	518LOC	LD	4	1	0	835	651	2.005494505	1	3
I427	F	I802	01/12/2010	18/08/2008	NA	SD3	518LOC	SD	5	1	0	1016	835	2.005494505	1	3
I427	F	I802	31/05/2011	18/08/2008	NA	LD3	518LOC	LD	6	1	0	1197	1016	2.004120879	1	3
I427	F	I802	28/11/2011	18/08/2008	NA	SD4	518LOC	SD	7	1	0	1380	1197	2.00661162	1	3
I427	F	I802	29/05/2012	18/08/2008	NA	LD4	518LOC	LD	8	1	0	1561	1380	2.006425435	1	3
I427	F	I802	26/11/2012	18/08/2008	NA	SD5	518LOC	SD	9	0	0	1695	1561	2.006292445	1	3
I428	M	I803	13/12/2010	13/08/2009	09/12/2011	SD2	518LOC	SD	3	1	0	656	487	1.941489362	1	3
I428	M	I803	31/05/2011	13/08/2009	09/12/2011	LD2	518LOC	LD	4	1	0	837	656	1.970744681	1	3
I428	M	I803	28/11/2011	13/08/2009	09/12/2011	SD3	518LOC	SD	5	0	1	848	837	2.009067882	1	3
I429	M	I79	02/12/2009	18/08/2008	NA	SD2	579BEB	SD	3	1	0	651	471	2.005494505	1	3
I429	M	I79	31/05/2010	18/08/2008	NA	LD2	579BEB	LD	4	1	0	845	651	2.005494505	1	3
I429	M	I79	11/12/2010	18/08/2008	NA	SD3	579BEB	SD	5	1	0	1016	845	1.987620223	1	3
I429	M	I79	31/05/2011	18/08/2008	NA	LD3	579BEB	LD	6	1	0	1197	1016	1.990715167	1	3
I429	M	I79	28/11/2011	18/08/2008	NA	SD4	579BEB	SD	7	1	0	1383	1197	2.007344861	1	3
I429	M	I79	01/06/2012	18/08/2008	NA	LD4	579BEB	LD	8	1	0	1561	1383	2.004304187	1	3
I429	M	I79	26/11/2012	18/08/2008	NA	SD5	579BEB	SD	9	5	0	1597	1561	2.004474233	1	3
I430	M	I79	02/12/2009	18/08/2008	NA	SD2	579BEB	SD	3	1	0	651	471	2.005494505	1	3
I430	M	I79	31/05/2010	18/08/2008	NA	LD2	579BEB	LD	4	1	0	835	651	2.005494505	1	3
I430	M	I79	01/12/2010	18/08/2008	NA	SD3	579BEB	SD	5	1	0	1016	835	2.005494505	1	3
I430	M	I79	31/05/2011	18/08/2008	NA	LD3	579BEB	LD	6	1	0	1197	1016	2.004120879	1	3
I430	M	I79	28/11/2011	18/08/2008	NA	SD4	579BEB	SD	7	1	0	1380	1197	2.00661162	1	3
I430	M	I79	29/05/2012	18/08/2008	NA	LD4	579BEB	LD	8	1	0	1561	1380	2.006425435	1	3
I430	M	I79	26/11/2012	18/08/2008	NA	SD5	579BEB	SD	9	5	0	1597	1561	2.006292445	1	3
I431	F	I80	01/12/2010	14/08/2009	NA	SD2	579BEB	SD	3	1	0	655	474	2.005494505	1	3
I431	F	I80	31/05/2011	14/08/2009	NA	LD2	579BEB	LD	4	1	0	836	655	2.002747253	1	3
I431	F	I80	28/11/2011	14/08/2009	NA	SD3	579BEB	SD	5	1	0	1019	836	2.007356364	1	3
I431	F	I80	29/05/2012	14/08/2009	NA	LD3	579BEB	LD	6	1	0	1200	1019	2.006890899	1	3
I431	F	I80	26/11/2012	14/08/2009	NA	SD4	579BEB	SD	7	5	0	1236	1200	2.00661162	1	3
I432	M	I431	26/11/2012	18/08/2011	NA	SD2	579BEB	SD	3	5	0	502	466	2.005494505	3	3
I433	F	I431	26/11/2012	18/08/2011	NA	SD2	579BEB	SD	3	5	0	502	466	1.946666667	3	3
I434	F	I431	26/11/2012	18/08/2011	NA	SD2	579BEB	SD	3	5	0	502	466	2.005494505	3	3
I435	M	I804	02/12/2009	21/08/2008	05/07/2012	SD2	579BEB	SD	3	1	0	648	468	2.005494505	1	3
I435	M	I804	31/05/2010	21/08/2008	05/07/2012	LD2	579BEB	LD	4	1	0	844	648	2.005494505	1	3
I435	M	I804	13/12/2010	21/08/2008	05/07/2012	SD3	579BEB	SD	5	1	0	1013	844	1.984159458	1	3
I435	M	I804	31/05/2011	21/08/2008	05/07/2012	LD3	579BEB	LD	6	1	0	1194	1013	1.988119593	1	3
I435	M	I804	28/11/2011	21/08/2008	05/07/2012	SD4	579BEB	SD	7	1	0	1377	1194	2.007638532	1	3
I435	M	I804	29/05/2012	21/08/2008	05/07/2012	LD4	579BEB	LD	8	0	1	1414	1377	2.007281194	1	3
